var	rel.inf
physical_health	24.716593788843568
age	14.471110136469031
employment	11.547979368579616
med_cost	11.043093728566868
income	6.258490636728791
alcohol_consumption	3.9952704651365583
marital	3.6109701848980196
own_home	2.9843091921076526
fruits	2.6960533911502456
smoker	2.5217609274736477
